OBJECTID,NAME,state,coyote_year_agencies,coyote_map,xcoord_centroid,ycoord_centroid,human.pop2010,area_sqkm,human.pop.dens.2010,BIO12_median,BIO15_median,BIO17_median,snow_mean,tree.canopy_mean.2011,mixed.f.2011,devel.21.22.2011,NPPmedian,NPPstdev,MIXED_FORE.1992,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,huntdays.2004,huntdays.2005,huntdays.2006,huntdays.2007,huntdays.2008,huntdays.2009,huntdays.2010,huntdays.2011,huntdays.2012,huntdays.2013,huntdays.2014,huntdays.2015
1901,Buncombe,North Carolina,1990,1990,-82.53,35.61,238832,1709.65,139.396,1247,11,274,5.13,71.106,1.598,17.006,1502.5,56.16673687,16.45,260,453,552,302,61,163,322,458,417,364,404,367,256,212,316,473,496,437,439,454,371,342,401,367,356,290,215,346,421,294,448,402,508,474,,,,,,,,,,433,427,266,367,329
1902,Burke,North Carolina,1985,1990,-81.7,35.75,90771,1351.7,67.258,1278,9,284,5.23,74.644,2.756,13.141,1498.666626,98.87980532,24.08,462,629,915,803,906,921,954,980,1073,1113,1276,1330,1260,1203,1477,1363,1426,1276,1230,1241,1179,1026,1109,1068,1232,1220,1217,1060,1276,1212,1398,1082,1418,1175,,,,,,,,,,1062,1164,915,909,636.5
1903,Cabarrus,North Carolina,1998,2000,-80.55,35.39,178588,923.27,192.804,1146,11,257,2.99,51.815,1.076,20.987,1150,64.45019099,8.51,8,4,11,22,17,15,32,55,62,93,144,168,297,347,457,529,596,684,737,771,841,786,886,1064,1109,1110,1289,1194,1189,1335,1458,1612,1728,1810,,,,,,,,,,1045,951,747,802,766
1904,Caldwell,North Carolina,1998,1990,-81.54,35.95,82998,1234.72,67.245,1266,10,277,5,76.361,2.321,11.178,1526.5,115.4758112,12.82,226,207,348,285,361,407,471,534,531,563,678,720,818,722,780,776,827,856,853,966,907,789,1006,872,949,1000,897,912,1000,773,1012,614,936,715,,,,,,,,,,765,633,462,500,495.5
1905,Camden,North Carolina,2003,1990,-76.23,36.4,10003,615.65,16.21,1211,22,239,3.89,53.944,0.248,3.918,1471.5,168.420518,17.41,168,118,139,234,186,197,208,223,228,289,282,318,349,388,324,350,308,319,360,316,497,381,379,472,461,560,657,578,396,438,389,417,432,352,,,,,,,,,,163,199,103,118,207
1906,Carteret,North Carolina,1998,1990,-76.7,34.82,66685,1263.86,52.592,1398,25,278,3.57,43.068,0.387,6.761,1484.166748,238.6642637,27.31,250,177,276,269,260,445,637,591,509,607,589,648,657,553,547,466,494,566,621,661,691,575,437,556,369,424,505,661,596,742,781,824,798,725,,,,,,,,,,406,696,386,815,421
1907,Caswell,North Carolina,1998,1990,-79.33,36.39,23695,1139.66,20.812,1119,10,253,6.17,68.106,3.279,4.231,1325.333252,123.6461713,4.31,529,967,1142,1002,1333,1851,2218,1913,2136,2252,2055,2801,2728,2794,2645,2432,2587,2748,2093,2193,2750,2234,2418,2506,2786,2909,3120,2726,2899,2852,2950,2613,3002,2299,,,,,,,,,,1083,1252,1009,796,1039
1908,Catawba,North Carolina,2000,1990,-81.21,35.66,154389,1075.71,143.494,1206,10,273,5.02,45.864,1.502,19.074,1189.833252,100.5097079,24.57,60,53,68,108,110,137,196,198,223,280,391,418,463,519,597,625,826,615,772,738,859,691,817,939,973,1027,1140,1235,1108,1332,1378,1324,1494,1267,,,,,,,,,,1021,776,755,968,803
1909,Chatham,North Carolina,1994,1990,-79.26,35.7,63821,1815.66,34.976,1166,13,250,4.45,69.963,5.724,5.229,1456.333374,82.1147478,14.2,262,406,594,655,883,1150,1527,1768,1989,2464,2615,3173,3290,2689,3463,2670,2470,2708,2257,2233,2508,1858,2352,2363,2446,2507,3192,2920,2650,2998,2809,2625,3252,2295,,,,,,,,,,1713,1328,1289,1206,1232
1910,Cherokee,North Carolina,1994,1990,-84.06,35.13,27436,1229.88,22.314,1547,14,324,4.26,84.725,5.816,6.027,1549,19.92585018,15.9,4,4,9,3,6,13,15,17,26,22,28,29,41,57,35,43,51,77,74,88,104,128,144,118,158,205,252,194,264,263,301,419,365,321,,,,,,,,,,295,236,164,282,172
1911,Chowan,North Carolina,1992,1990,-76.62,36.15,14759,439.6,33.651,1231,21,237,3.53,38.42,1.139,7.111,1352.666626,230.3840324,11.81,321,254,466,537,800,675,923,844,753,749,767,689,1088,1051,941,898,914,742,819,979,1008,728,707,748,775,736,910,1011,868,1101,1088,1061,951,942,,,,,,,,,,247,290,238,398,279
1912,Clay,North Carolina,1990,1990,-83.75,35.05,10594,527.02,20.089,1675,12,362,3.86,82.21,2.623,5.862,1499,22.92715636,10.73,22,42,59,31,49,35,56,89,40,63,102,64,60,48,52,75,37,50,63,71,59,78,83,90,85,113,136,129,170,160,172,190,224,200,,,,,,,,,,117,79,200,96,136
1913,Cleveland,North Carolina,1996,1990,-81.55,35.33,98050,1195.51,82.039,1261,10,286,3.22,48.99,1.594,13.204,1127.333374,119.7952959,11.77,50,40,80,75,69,127,182,208,284,302,391,414,542,589,681,729,737,774,775,748,794,751,789,853,1072,1069,1250,1155,1105,1323,1444,1603,1888,1860,,,,,,,,,,878,702,552,730,594
1914,Columbus,North Carolina,1990,1990,-78.65,34.26,57994,2455.17,23.664,1269,27,228,1.87,58.446,1.458,4.743,1375.5,311.6079993,0,1189,1221,1523,1475,1517,1236,1981,2404,2557,3382,3067,3083,3310,2974,2806,2615,2523,2665,2111,2581,2833,2330,3027,2731,2906,2912,3240,3168,2392,2320,2371,2394,2450,1935,,,,,,,,,,2088,1528,1074,982,1042
1915,Craven,North Carolina,1990,1990,-77.1,35.13,103908,1785.23,57.979,1327,25,248,3.85,61.793,2.549,7.504,1599.666626,284.0542201,1.63,1235,1044,1639,1987,1792,2062,2271,1918,2128,2521,2251,2630,2696,2177,2108,1799,2025,2347,2119,2144,2295,1742,1737,2037,1881,2214,2633,2656,2550,2701,2598,2779,2944,2553,,,,,,,,,,1055,1468,1228,1275,1307
1916,Cumberland,North Carolina,2003,1990,-78.83,35.04,320267,1742.44,183.324,1194,24,228,3.01,50.599,1.094,16.464,1082,170.6361688,10.74,792,1006,1092,963,1250,1382,1371,1402,1835,1379,1281,1305,1842,1523,1363,1638,1521,1532,1360,1334,1471,1080,1011,1191,1138,1411,1421,1203,1143,1123,1224,1024,1036,985,,,,,,,,,,1008,1115,799,999,710
1917,Currituck,North Carolina,2003,1990,-76.03,36.41,23643,694.16,33.922,1201,22,240,3.63,42.159,0.327,6.553,1296,79.62861777,7.45,180,164,227,241,229,300,316,483,470,594,668,585,1108,967,917,767,671,892,870,917,997,849,951,963,881,817,836,770,616,722,669,523,608,523,,,,,,,,,,556,287,283,200,263
1918,Dare,North Carolina,2005,1990,-75.81,35.74,34015,943.3,35.959,1317,18,279,3.84,58.599,0.058,4.443,1945.166626,443.2985507,3.46,114,95,112,143,128,173,147,105,178,84,162,182,133,194,129,188,130,116,108,77,102,101,103,172,124,150,159,201,181,239,243,158,185,149,,,,,,,,,,202,71,45,128,63
1919,Davidson,North Carolina,1994,1990,-80.21,35.79,162930,1464.82,111.193,1137,10,257,4.05,56.515,0.963,13.361,1081,130.2181602,0,402,404,481,414,558,627,832,883,917,988,710,1059,1038,982,1032,957,1050,1202,1081,1349,1291,969,1156,1193,1150,1337,1511,1611,1490,1657,1719,1996,2516,2332,,,,,,,,,,1338,1282,1401,1076,1498
1920,Davie,North Carolina,1994,1990,-80.54,35.93,41321,694.33,59.396,1148,10,259,4.85,53.328,0.762,8.777,1125.833252,36.72000217,7.4,116,134,213,229,283,286,351,423,488,600,639,936,966,932,1058,985,1091,882,1133,1231,1213,1036,1146,1104,976,1152,1427,1203,1278,1198,1278,1145,1343,1046,,,,,,,,,,785,792,545,488,601
1921,Duplin,North Carolina,1986,1990,-77.93,34.93,58728,2073.93,28.21,1308,28,234,2.53,49.68,3.305,4.242,1163.166748,211.145261,0,424,557,786,711,810,922,1169,1463,1513,1964,1735,1781,2252,1993,1832,1635,2142,2365,2216,2542,2817,2538,2821,2841,3023,2832,3188,3458,3231,3188,3231,3058,3070,2490,,,,,,,,,,1197,1317,1142,1097,1044
1922,Durham,North Carolina,1994,1990,-78.88,36.03,268454,772.2,346.525,1140,12,251,4.15,64.221,3.616,29.037,1399.166748,47.21669967,0,115,166,186,207,238,286,323,212,276,338,362,486,534,423,512,440,532,603,530,589,628,421,562,651,631,662,734,899,775,1029,933,865,1140,705,,,,,,,,,,532,522,489,291,494
1923,Edgecombe,North Carolina,1998,1990,-77.6,35.91,56539,1312.36,43.092,1173,18,230,4.59,47.47,2.017,7.038,990,48.07487372,12.14,705,886,1057,950,979,1548,2176,1957,2865,3023,2910,2713,3603,3388,2741,2419,2743,3076,2897,3333,3018,2054,2360,2629,2684,2769,2723,3318,3085,3205,2761,2801,2966,2647,,,,,,,,,,1320,1031,610,1053,821
1924,Forsyth,North Carolina,1994,1990,-80.25,36.13,351335,1089.32,321.916,1144,10,257,5.16,51.82,0.788,33.193,1225.833374,120.4402161,0.01,18,15,15,25,13,27,32,56,63,54,109,143,180,223,276,302,343,379,420,511,549,493,639,612,710,701,908,889,1026,1075,1167,1130,1505,1314,,,,,,,,,,532,564,687,680,457
1925,Franklin,North Carolina,2000,1990,-78.29,36.08,60848,1278.3,47.422,1147,13,245,4.85,63.578,6.067,7.334,1274.666626,139.022224,3.5,317,446,552,481,758,799,1235,1136,1286,1509,1724,1849,2009,1883,2167,2109,2070,2281,1954,1816,2277,1571,2266,2480,2425,2897,3040,3525,3068,3220,3035,3255,3554,1608,,,,,,,,,,1254,1247,1066,887,593
1926,Gaston,North Carolina,1938,1990,-81.18,35.29,206213,924.2,222.989,1187,11,266,3.4,57.009,1.313,25.98,1316.166626,102.1966837,7.97,NA,NA,NA,NA,33,23,31,13,39,54,70,66,123,144,206,230,188,231,242,272,330,277,422,422,520,650,713,643,842,1077,1276,1519,1490,1445,,,,,,,,,,623,663,570,568,676
1927,Gates,North Carolina,1992,2000,-76.7,36.44,12207,903.46,13.5,1213,18,244,4.93,62.152,2.363,5.071,1431,115.8401848,11.4,1076,1018,1423,2140,2290,2390,2861,2896,2149,2591,2287,2328,2779,2294,1999,1865,2112,1800,1946,1768,2160,1622,1539,1708,1685,1928,2111,2080,1631,1893,1848,1561,1795,1902,,,,,,,,,,636,374,391,511,737
1928,Graham,North Carolina,1990,1990,-83.83,35.35,8875,793.83,11.162,1640,12,348,7.58,91.489,1.778,3.536,1565.833252,17.55658247,9.45,13,7,12,9,13,16,30,34,32,34,38,27,31,20,23,18,14,22,15,18,16,24,26,32,30,31,42,54,50,72,55,78,63,68,,,,,,,,,,16,169,55,39,15
1929,Granville,North Carolina,2005,1990,-78.66,36.3,60063,1429.73,41.907,1123,11,250,5.17,69.264,6.092,6.654,1339.666626,80.17251703,13.26,412,761,830,781,1028,1314,1507,1461,1754,2007,1669,2211,2405,2025,2397,1874,1820,2055,1850,1875,2487,1536,2203,2462,2476,2594,2508,2827,2644,3264,2647,2787,3103,1691,,,,,,,,,,1324,1569,1225,1218,764
1930,Greene,North Carolina,1998,1990,-77.68,35.48,21384,708.16,30.166,1241,22,232,3.69,40.561,2.46,5.08,978.666626,13.66993189,8.72,32,40,31,53,67,72,137,85,223,267,285,282,373,484,409,283,487,663,754,800,878,743,700,799,815,845,972,1119,970,1085,889,968,1070,890,,,,,,,,,,346,186,196,250,435
1931,Guilford,North Carolina,1996,1990,-79.78,36.07,489681,1704.43,286.551,1131,10,251,5.11,48.964,1.284,26.388,1138.666626,81.06715822,10.31,27,69,86,98,105,135,188,234,287,369,420,610,621,724,717,637,795,930,935,916,1005,801,925,1079,1228,1265,1368,1607,1505,1750,1640,1691,1986,1946,,,,,,,,,,1473,1105,1191,1195,756
1932,Halifax,North Carolina,1986,1990,-77.66,36.25,54562,1895.23,28.857,1138,15,236,4.78,60.06,2.616,6.624,1139,168.0639638,6.69,1397,1535,1800,1920,1991,2714,3383,4195,3847,3915,4321,4287,5288,4906,4529,4486,4416,4703,4756,5032,5627,4381,4900,5484,5838,5655,5833,6276,5443,5841,5229,5048,5533,3921,,,,,,,,,,1847,1808,1567,1442,1557
1933,Harnett,North Carolina,1998,1990,-78.87,35.37,115733,1554.47,73.773,1178,19,239,3.35,52.898,4.847,9.641,1005.666687,125.2748882,0.01,30,81,100,77,92,106,161,161,234,320,308,416,493,496,644,518,598,721,693,845,1190,917,1137,1238,1267,1310,1555,1329,1480,1325,1478,1511,1784,1296,,,,,,,,,,1245,805,825,897,909
1934,Haywood,North Carolina,1990,1990,-82.98,35.55,58935,1464.76,40.304,1497,9,338,9.46,79.604,1.682,8.104,1506.333374,39.41777034,0.36,181,195,204,148,118,149,164,222,238,317,232,193,209,168,151,104,81,133,109,94,77,63,67,58,88,97,106,104,104,120,129,175,161,168,,,,,,,,,,145,277,180,270,110
1935,Henderson,North Carolina,1994,1990,-82.48,35.33,106978,972.11,109.802,1425,9,328,5.88,68.664,2.904,17.47,1509.333374,97.03474274,0.92,74,144,148,105,102,110,121,159,212,229,230,214,226,178,226,189,182,260,256,258,261,224,257,246,268,217,200,250,272,252,277,265,271,288,,,,,,,,,,252,270,173,267,285
1936,Hertford,North Carolina,1990,1990,-76.99,36.36,24643,967.73,25.492,1192,17,240,5.6,57.733,3.807,6.434,1280.5,190.3727144,9.76,36,398,556,791,928,972,1089,1168,985,1136,1233,1278,1478,1660,1561,1513,1467,1670,1515,1733,1906,1313,1427,1685,1829,1873,2493,2775,2456,2543,2370,2139,2348,2030,,,,,,,,,,828,678,589,519,392
1937,Hoke,North Carolina,1990,1990,-79.24,35.01,47466,998,47.046,1187,21,235,3.14,49.707,1.074,9.066,1025.333374,148.2462702,11.47,91,79,97,59,68,114,100,135,181,170,193,177,224,221,246,345,288,342,275,287,420,276,342,351,341,425,426,573,523,461,579,508,639,415,,,,,,,,,,212,259,400,143,346
1938,Hyde,North Carolina,1986,1990,-76.25,35.53,5807,1677.33,3.464,1329,21,271,3.57,46.837,0.055,2.594,1607.333374,193.5859922,13.26,817,675,810,932,864,1267,1620,1499,1597,1671,2039,2644,2905,2317,2165,2104,1974,2376,1849,1947,2177,1864,1844,2130,1987,2160,2621,2506,2477,2451,2264,2058,1959,1653,,,,,,,,,,506,484,209,324,395
1939,Iredell,North Carolina,1988,1990,-80.87,35.8,159771,1559.92,102.208,1178,10,266,5.12,47.599,1.291,14.406,1100,90.67049205,22.33,119,176,221,310,407,478,532,634,753,820,1058,1332,1592,1563,1826,1787,1975,2035,1860,1860,1693,1462,1893,2114,2019,2211,2210,2148,2260,2498,2416,2356,2591,2320,,,,,,,,,,1393,1483,1157,1146,1091
1940,Jackson,North Carolina,1994,1990,-83.14,35.28,40338,1281.72,31.419,1798,8,414,4.95,84.577,1.435,6.792,1561,28.78503469,6.85,4,NA,1,3,5,5,14,11,14,16,12,12,33,21,59,37,19,34,39,29,29,32,35,38,48,60,69,98,87,109,108,120,131,141,,,,,,,,,,102,169,51,97,41
1941,Johnston,North Carolina,1955,1990,-78.37,35.51,169735,2085.27,80.986,1189,18,237,3.42,49.049,3.241,9.216,969.333313,78.50214091,12.24,193,214,236,209,279,297,372,414,552,655,806,823,1085,1024,1079,1071,1196,1523,1246,1378,1776,1515,1649,1846,1801,1858,2054,2009,2091,1922,2137,1921,2176,1423,,,,,,,,,,1523,1822,1148,1015,1165
1942,Jones,North Carolina,1987,1990,-77.36,35.02,10153,1229.17,8.26,1338,26,244,3.76,64.05,3.344,3.569,1519,245.6008087,10.35,1030,1035,1413,1702,1766,1655,2234,1903,2211,2401,2175,2360,2661,2301,1971,1914,2060,2284,1790,1962,2052,1781,1555,1645,1750,1700,2228,2121,1902,1977,1853,1836,1898,1560,,,,,,,,,,788,629,818,900,363
1943,Lee,North Carolina,1996,1990,-79.17,35.47,57951,655.17,88.323,1172,16,243,3.71,66.452,7.005,11.809,1132.333374,190.2013126,9.42,27,24,45,42,54,88,183,166,301,332,379,374,504,407,449,333,396,483,535,582,549,397,541,563,448,482,697,395,469,425,440,491,520,431,,,,,,,,,,502,356,366,394,317
1944,Lenoir,North Carolina,1998,1990,-77.65,35.23,59439,1046.77,56.837,1287,25,236,2.79,42.007,2.118,7.652,1067.833374,130.6084408,19.92,128,180,271,263,377,393,579,459,697,815,754,784,1060,1019,851,804,639,726,784,821,866,788,689,926,951,1033,1093,1361,1077,1305,1142,1360,1264,1098,,,,,,,,,,494,741,765,733,397
1945,Lincoln,North Carolina,1998,1990,-81.22,35.48,78450,794.14,98.554,1199,10,272,4.5,50.47,1.177,13.54,1157,72.56072983,21.84,19,16,26,23,31,35,41,73,86,106,152,205,250,249,342,383,420,432,489,426,530,473,597,757,722,911,1067,1043,1130,1535,1563,1652,1825,1704,,,,,,,,,,644,712,635,850,580
1946,McDowell,North Carolina,1998,1990,-82.04,35.68,45016,1174.73,38.303,1322,9,296,4.3,82.452,4.028,7.237,1549.166748,39.84269225,6.05,90,94,133,104,117,97,126,194,123,147,202,175,149,163,168,122,103,184,173,233,166,203,223,266,303,319,293,409,365,449,512,611,625,604,,,,,,,,,,411,246,428,374,248
1947,Macon,North Carolina,1990,1990,-83.42,35.15,33938,1340.25,25.31,1783,10,395,4.62,85.409,1.489,6.664,1541,41.57550407,2.03,29,32,42,24,52,82,136,127,172,220,194,208,245,222,259,301,282,268,369,344,365,352,443,413,452,496,492,505,488,429,544,618,740,715,,,,,,,,,,387,285,337,292,192
1948,Madison,North Carolina,1990,1990,-82.71,35.85,20777,1192.38,17.414,1188,12,249,9.04,79.543,2.407,4.848,1511.333374,29.92355602,9.28,604,567,553,721,937,1149,1397,1562,1348,1702,1692,1615,1710,1607,1382,1045,1022,1586,1423,1791,2088,1747,1750,1869,2000,1840,2315,2562,2360,2312,2235,2024,2294,1875,,,,,,,,,,767,708,640,575,529
1949,Martin,North Carolina,1990,1990,-77.11,35.84,24501,1186.57,20.652,1232,20,237,4.39,53.057,1.301,5.49,1269.5,222.8836661,11.88,218,236,230,266,281,274,349,484,503,532,702,741,706,695,749,771,805,752,806,817,775,682,749,718,653,657,668,641,717,641,773,588,651,520,,,,,,,,,,448,504,456,337,420
1950,Mecklenburg,North Carolina,1996,1990,-80.83,35.25,923427,1456.8,631.266,1150,11,257,2.65,49.076,0.568,48.242,1203.833252,494.2925872,10.85,37,20,34,43,35,56,70,62,102,96,175,181,184,174,252,275,266,292,338,353,396,371,402,428,465,559,723,713,684,672,792,823,911,860,,,,,,,,,,301,444,432,324,469
1951,Mitchell,North Carolina,1990,1990,-82.16,36.01,15546,590.83,26.368,1372,10,306,10.34,83.033,1.929,5.953,1515.166748,8.173434405,0,35,41,62,59,82,88,131,142,220,273,364,412,452,398,443,459,405,517,533,446,464,603,633,569,620,865,778,902,894,861,1003,796,877,759,,,,,,,,,,415,286,351,155,305
1952,Montgomery,North Carolina,1990,1990,-79.9,35.33,27826,1318.16,21.088,1182,14,256,3.28,77.106,6.201,5.224,1485.666748,85.8784518,29.48,1121,1275,1522,1256,1746,1843,2202,2073,2435,2789,2264,3098,3271,2750,3376,2884,2226,2988,2613,2650,2639,1966,2363,2334,2282,2577,2891,2145,2790,2814,2488,2979,3031,2324,,,,,,,,,,1549,1350,1467,1466,1457
1953,Moore,North Carolina,1990,1990,-79.48,35.31,88569,1835.46,48.079,1182,16,248,3.45,65.436,4.12,9.106,1378.666626,119.6674569,23.01,93,100,158,147,209,215,250,396,559,601,691,804,1021,1244,1177,1207,984,1278,1257,1313,1554,1242,1572,1501,1536,1570,1960,1649,2249,2562,2438,2512,2902,2480,,,,,,,,,,1186,948,1048,1391,1126
1954,Nash,North Carolina,1998,2000,-77.99,35.96,95938,1424.63,67.274,1152,16,235,4.27,51.99,3.547,10.368,1002.333313,118.1737115,28.61,265,293,196,228,262,270,437,445,710,642,839,1088,1520,1379,1220,1161,1162,1464,1323,1430,1709,1333,1567,1707,1796,1905,2145,2472,2501,2498,2230,2211,2562,1257,,,,,,,,,,941,946,1041,974,757
1955,New Hanover,North Carolina,2000,1990,-77.9,34.26,203341,431.12,470.092,1381,32,247,2.14,42.375,0.37,30.685,1714.166748,302.3489902,26.49,72,78,97,181,138,152,165,175,164,147,120,114,147,100,136,65,82,195,123,144,113,112,126,121,165,162,122,164,141,198,187,156,191,143,,,,,,,,,,134,152,130,68,169
1956,Northampton,North Carolina,1992,1990,-77.41,36.42,22040,1521.31,14.526,1153,15,240,4.88,56.726,2.295,6.446,1182.833374,151.2743927,11.15,1007,1139,1707,1745,1641,2238,3045,3009,3172,4670,4400,5093,6119,5459,4992,4513,5316,4817,4480,4566,4944,3886,4229,4382,4721,4863,5317,6212,5183,6063,5289,5189,5723,4516,,,,,,,,,,1458.5,1782,1479,1083,1385
1957,Onslow,North Carolina,1994,1990,-77.44,34.74,179471,1979.55,89.804,1370,28,251,3.62,58.085,2.957,8.41,1597.666626,234.7241479,8.69,1522,1411,1691,1502,1622,1425,2214,2159,2399,3071,2723,3002,3269,2024,1627,2448,2265,2466,2317,2387,2191,2020,1950,2025,2064,2208,2406,2295,2193,2391,2573,2562,2581,2179,,,,,,,,,,1093,1820,820,1308,888
1958,Orange,North Carolina,1992,1990,-79.12,36.05,134197,1039.17,128.758,1156,11,257,5.18,69.08,3.76,11.696,1339.666626,130.9702227,13.2,210,333,384,388,476,566,673,758,785,918,1042,1214,1280,1279,1471,1133,1124,1622,1263,1672,1928,1235,1993,1833,1867,2080,2160,2176,2087,2482,2146,1962,2480,1615,,,,,,,,,,805,651,769,637,579
1959,Pamlico,North Carolina,1994,2000,-76.77,35.14,13124,833.46,15.77,1355,24,266,3.87,57.777,1.275,3.551,1616,192.2578881,3.18,379,298,454,493,513,708,723,638,658,703,789,1106,1049,882,744,640,544,760,793,892,922,615,731,785,705,733,883,841,896,860,920,934,1084,980,,,,,,,,,,472,413,347,721,535
1960,Pasquotank,North Carolina,1988,1990,-76.31,36.31,40733,524.19,77.569,1218,23,236,3.8,29.536,0.36,9.56,1169.5,138.0976114,11.69,57,67,61,82,84,151,149,211,206,283,267,302,421,484,377,400,356,549,565,587,546,539,573,701,846,879,854,784,589,677,576,426,521,480,,,,,,,,,,347,141,143,288,158
1961,Pender,North Carolina,1996,1990,-77.92,34.53,52433,2183.4,23.915,1351,31,238,3.04,71.044,1.322,3.635,1857.666626,239.6088593,17.62,1966,2047,2608,2366,2472,2273,2558,3235,2402,3090,3130,3125,3862,3243,3038,2909,2845,3281,2957,3561,3482,3352,3528,3383,3379,3504,3903,4152,3711,3423,3458,3186,2931,2622,,,,,,,,,,1550,2087,1796,1495,1618
1962,Perquimans,North Carolina,1994,1990,-76.45,36.21,13495,626.11,21.487,1229,22,236,4.16,34.657,1.066,4.539,1214.166748,115.6924536,22.51,137,170,147,243,385,524,584,626,695,1048,1019,1112,1234,1187,1063,981,1023,901,895,960,1084,871,810,1044,982,1043,1198,1309,1035,1239,1211,1158,1143,1115,,,,,,,,,,405,321,363,296,338
1963,Person,North Carolina,2003,1990,-78.98,36.39,39461,1088.53,36.254,1122,10,256,5.92,63.672,3.912,5.079,1155.333374,111.7685459,10.65,305,450,482,497,662,771,950,906,998,1157,1110,1360,1369,1346,1291,1033,1219,1479,1297,1192,1620,1192,1484,1552,1744,1909,2015,1945,2140,2421,2309,2216,2854,1858,,,,,,,,,,614,955,542,614,650
1964,Pitt,North Carolina,1998,1990,-77.38,35.59,168817,1685.78,99.745,1244,21,235,3.93,42.655,1.072,9.253,1078.666626,114.5966688,22.27,311,469,741,1009,1192,1232,1394,1715,1385,1811,1416,1503,1721,1636,1424,1111,1097,1808,1576,1702,1785,1446,1545,1827,1821,2181,2455,2634,2399,2632,2290,2295,2568,2184,,,,,,,,,,1007,977,910,983,976
1965,Polk,North Carolina,1996,2000,-82.17,35.28,20465,607.2,33.778,1389,9,319,3.81,73.081,1.332,9.087,1526.333374,69.01510239,11.52,40,52,70,96,109,132,199,207,273,348,274,265,265,216,316,322,269,346,486,574,492,608,786,657,697,629,747,857,826,905,846,1105,1223,945,,,,,,,,,,262,315,330,381,197
1966,Randolph,North Carolina,1992,1990,-79.8,35.71,141960,2027.62,69.911,1157,12,253,3.5,62.032,3.165,9.061,1231,122.4410714,8.41,250,352,398,378,499,578,729,592,809,913,722,1129,1032,962,880,739,899,921,1132,1243,1264,1031,1473,1597,1858,1970,2414,2059,2307,2587,2356,2655,3162,2917,,,,,,,,,,1799,1509,1757,1181,1264
1967,Richmond,North Carolina,1992,1990,-79.74,35,46659,1232.99,37.826,1191,18,249,3.2,63.056,2.948,9.7,1279.166748,132.2654724,13.57,520,564,724,641,836,917,1048,994,1095,1158,1275,1136,1235,1156,954,1230,839,928,938,1070,1253,949,1168,1154,1097,1283,1626,1830,1836,1800,1979,1969,2337,1849,,,,,,,,,,549,860,999,829,970
1968,Robeson,North Carolina,2003,1990,-79.1,34.64,134473,2446.14,54.849,1197,23,227,2.27,45.019,0.876,6.163,971.333313,95.88458275,11.9,176,192,225,329,411,561,640,729,785,792,896,736,927,702,822,732,661,835,707,837,968,808,882,937,970,1152,1252,1135,1169,1546,1563,1367,1633,1391,,,,,,,,,,670,868,1153,1101,1106
1969,Rockingham,North Carolina,1998,1990,-79.77,36.4,93641,1530.39,61.189,1132,10,253,6.59,62.558,1.726,9.295,1280.333374,96.32673574,5.12,183,288,362,386,432,617,686,829,917,1116,1145,1500,1482,1499,1663,1562,1560,1838,1609,1477,1607,1310,1920,1952,1943,2068,2532,2713,3006,2472,2840,2692,3567,2818,,,,,,,,,,1180,1880,1229,1516,999
1970,Rowan,North Carolina,1988,1990,-80.52,35.64,138446,1357.39,101.981,1145,10,258,4.14,51.668,0.843,12.498,1131.5,124.5409394,17.48,427,323,221,212,403,397,544,589,655,781,790,1066,1156,1150,1352,1422,1271,1668,1696,1721,1879,1328,1478,1670,1729,2127,2405,2534,2402,2480,2397,2237,2456,2132,,,,,,,,,,1433,1318,1361,1302,1245
1971,Rutherford,North Carolina,1996,1990,-81.92,35.4,67772,1484.37,45.683,1325,9,301,3.32,68.754,1.411,9.351,1430.5,120.3425464,18.1,112,127,178,211,242,308,611,647,692,869,1092,1156,1391,1307,1536,1530,1897,1899,1678,1828,1741,1673,1521,1613,1607,1621,1601,1680,1491,1665,1671,1781,2114,1670,,,,,,,,,,1014,719,710,1051,601
1972,Sampson,North Carolina,1992,1990,-78.37,34.99,63540,2441.77,25.977,1247,25,231,2.75,46.108,2.973,6.001,993.333313,191.5040899,0,592,559,873,922,832,883,1128,1354,1392,1953,1929,1782,2050,1834,1839,1582,1542,1970,1779,1843,2016,1969,2092,2149,2171,2365,3087,3014,2458,2398,2498,2367,2383,1978,,,,,,,,,,882,1228,955,617,1030
1973,Scotland,North Carolina,1992,1990,-79.48,34.84,36100,811.33,44.565,1188,20,238,2.78,52.665,1.439,8.143,960,130.3585863,0,293,310,306,335,328,434,410,404,660,670,739,700,743,756,696,698,507,695,563,805,724,611,643,577,466,672,635,618,532,673,649,569,674,680,,,,,,,,,,578,443,489,320,311
1974,Stanly,North Carolina,1994,1990,-80.25,35.31,60595,1048.76,57.768,1170,13,254,2.76,50.201,1.996,8.976,1168.333374,92.97989405,0,222,200,300,183,335,314,598,533,806,1006,1052,1291,1579,1225,1696,1428,1464,1959,1578,1722,1668,1209,1466,1480,1495,1541,1997,1887,1715,2060,1861,2182,2161,2390,,,,,,,,,,679,1315,1216,876.5,944
